Sector,Partida
Productos frescos y materia prima ,'010121
Productos frescos y materia prima ,'010129
Productos frescos y materia prima ,'010130
Productos frescos y materia prima ,'010190
Productos frescos y materia prima ,'010221
Productos frescos y materia prima ,'010229
Productos frescos y materia prima ,'010231
Productos frescos y materia prima ,'010239
Productos frescos y materia prima ,'010290
Productos frescos y materia prima ,'010310
Productos frescos y materia prima ,'010391
Productos frescos y materia prima ,'010392
Productos frescos y materia prima ,'010410
Productos frescos y materia prima ,'010420
Productos frescos y materia prima ,'010511
Productos frescos y materia prima ,'010512
Productos frescos y materia prima ,'010513
Productos frescos y materia prima ,'010514
Productos frescos y materia prima ,'010515
Productos frescos y materia prima ,'010594
Productos frescos y materia prima ,'010599
Productos frescos y materia prima ,'010611
Productos frescos y materia prima ,'010612
Productos frescos y materia prima ,'010613
Productos frescos y materia prima ,'010614
Productos frescos y materia prima ,'010619
Productos frescos y materia prima ,'010620
Productos frescos y materia prima ,'010631
Productos frescos y materia prima ,'010632
Productos frescos y materia prima ,'010633
Productos frescos y materia prima ,'010639
Productos frescos y materia prima ,'010641
Productos frescos y materia prima ,'010649
Productos frescos y materia prima ,'010690
Productos frescos y materia prima ,'020110
Productos frescos y materia prima ,'020120
Productos frescos y materia prima ,'020130
Productos frescos y materia prima ,'020210
Productos frescos y materia prima ,'020220
Productos frescos y materia prima ,'020230
Productos frescos y materia prima ,'020311
Productos frescos y materia prima ,'020312
Productos frescos y materia prima ,'020319
Productos frescos y materia prima ,'020321
Productos frescos y materia prima ,'020322
Productos frescos y materia prima ,'020329
Productos frescos y materia prima ,'020410
Productos frescos y materia prima ,'020421
Productos frescos y materia prima ,'020422
Productos frescos y materia prima ,'020423
Productos frescos y materia prima ,'020430
Productos frescos y materia prima ,'020441
Productos frescos y materia prima ,'020442
Productos frescos y materia prima ,'020443
Productos frescos y materia prima ,'020450
Productos frescos y materia prima ,'020500
Productos frescos y materia prima ,'020610
Productos frescos y materia prima ,'020621
Productos frescos y materia prima ,'020622
Productos frescos y materia prima ,'020629
Productos frescos y materia prima ,'020630
Productos frescos y materia prima ,'020641
Productos frescos y materia prima ,'020649
Productos frescos y materia prima ,'020680
Productos frescos y materia prima ,'020690
Productos frescos y materia prima ,'020711
Productos frescos y materia prima ,'020712
Productos frescos y materia prima ,'020713
Productos frescos y materia prima ,'020714
Productos frescos y materia prima ,'020724
Productos frescos y materia prima ,'020725
Productos frescos y materia prima ,'020726
Productos frescos y materia prima ,'020727
Productos frescos y materia prima ,'020741
Productos frescos y materia prima ,'020742
Productos frescos y materia prima ,'020743
Productos frescos y materia prima ,'020744
Productos frescos y materia prima ,'020745
Productos frescos y materia prima ,'020751
Productos frescos y materia prima ,'020752
Productos frescos y materia prima ,'020753
Productos frescos y materia prima ,'020754
Productos frescos y materia prima ,'020755
Productos frescos y materia prima ,'020760
Productos frescos y materia prima ,'020810
Productos frescos y materia prima ,'020830
Productos frescos y materia prima ,'020840
Productos frescos y materia prima ,'020850
Productos frescos y materia prima ,'020860
Productos frescos y materia prima ,'020890
Comida procesada y productos agrícolas,'020910
Comida procesada y productos agrícolas,'020990
Comida procesada y productos agrícolas,'021011
Comida procesada y productos agrícolas,'021012
Comida procesada y productos agrícolas,'021019
Comida procesada y productos agrícolas,'021020
Comida procesada y productos agrícolas,'021091
Comida procesada y productos agrícolas,'021092
Comida procesada y productos agrícolas,'021093
Comida procesada y productos agrícolas,'021099
Productos frescos y materia prima ,'030111
Productos frescos y materia prima ,'030119
Productos frescos y materia prima ,'030191
Productos frescos y materia prima ,'030192
Productos frescos y materia prima ,'030193
Productos frescos y materia prima ,'030194
Productos frescos y materia prima ,'030195
Productos frescos y materia prima ,'030199
Productos frescos y materia prima ,'030211
Productos frescos y materia prima ,'030213
Productos frescos y materia prima ,'030214
Productos frescos y materia prima ,'030219
Productos frescos y materia prima ,'030221
Productos frescos y materia prima ,'030222
Productos frescos y materia prima ,'030223
Productos frescos y materia prima ,'030224
Productos frescos y materia prima ,'030229
Productos frescos y materia prima ,'030231
Productos frescos y materia prima ,'030232
Productos frescos y materia prima ,'030233
Productos frescos y materia prima ,'030234
Productos frescos y materia prima ,'030235
Productos frescos y materia prima ,'030236
Productos frescos y materia prima ,'030239
Productos frescos y materia prima ,'030241
Productos frescos y materia prima ,'030242
Productos frescos y materia prima ,'030243
Productos frescos y materia prima ,'030244
Productos frescos y materia prima ,'030245
Productos frescos y materia prima ,'030246
Productos frescos y materia prima ,'030247
Productos frescos y materia prima ,'030249
Productos frescos y materia prima ,'030251
Productos frescos y materia prima ,'030252
Productos frescos y materia prima ,'030253
Productos frescos y materia prima ,'030254
Productos frescos y materia prima ,'030255
Productos frescos y materia prima ,'030256
Productos frescos y materia prima ,'030259
Productos frescos y materia prima ,'030271
Productos frescos y materia prima ,'030272
Productos frescos y materia prima ,'030273
Productos frescos y materia prima ,'030274
Productos frescos y materia prima ,'030279
Productos frescos y materia prima ,'030281
Productos frescos y materia prima ,'030282
Productos frescos y materia prima ,'030283
Productos frescos y materia prima ,'030284
Productos frescos y materia prima ,'030285
Productos frescos y materia prima ,'030289
Productos frescos y materia prima ,'030291
Productos frescos y materia prima ,'030292
Productos frescos y materia prima ,'030299
Productos frescos y materia prima ,'030311
Productos frescos y materia prima ,'030312
Productos frescos y materia prima ,'030313
Productos frescos y materia prima ,'030314
Productos frescos y materia prima ,'030319
Productos frescos y materia prima ,'030323
Productos frescos y materia prima ,'030324
Productos frescos y materia prima ,'030325
Productos frescos y materia prima ,'030326
Productos frescos y materia prima ,'030329
Productos frescos y materia prima ,'030331
Productos frescos y materia prima ,'030332
Productos frescos y materia prima ,'030333
Productos frescos y materia prima ,'030334
Productos frescos y materia prima ,'030339
Productos frescos y materia prima ,'030341
Productos frescos y materia prima ,'030342
Productos frescos y materia prima ,'030343
Productos frescos y materia prima ,'030344
Productos frescos y materia prima ,'030345
Productos frescos y materia prima ,'030346
Productos frescos y materia prima ,'030349
Productos frescos y materia prima ,'030351
Productos frescos y materia prima ,'030353
Productos frescos y materia prima ,'030354
Productos frescos y materia prima ,'030355
Productos frescos y materia prima ,'030356
Productos frescos y materia prima ,'030357
Productos frescos y materia prima ,'030359
Productos frescos y materia prima ,'030363
Productos frescos y materia prima ,'030364
Productos frescos y materia prima ,'030365
Productos frescos y materia prima ,'030366
Productos frescos y materia prima ,'030367
Productos frescos y materia prima ,'030368
Productos frescos y materia prima ,'030369
Productos frescos y materia prima ,'030381
Productos frescos y materia prima ,'030382
Productos frescos y materia prima ,'030383
Productos frescos y materia prima ,'030384
Productos frescos y materia prima ,'030389
Productos frescos y materia prima ,'030391
Productos frescos y materia prima ,'030392
Productos frescos y materia prima ,'030399
Productos frescos y materia prima ,'030431
Productos frescos y materia prima ,'030432
Productos frescos y materia prima ,'030433
Productos frescos y materia prima ,'030439
Productos frescos y materia prima ,'030441
Productos frescos y materia prima ,'030442
Productos frescos y materia prima ,'030443
Productos frescos y materia prima ,'030444
Productos frescos y materia prima ,'030445
Productos frescos y materia prima ,'030446
Productos frescos y materia prima ,'030447
Productos frescos y materia prima ,'030448
Productos frescos y materia prima ,'030449
Productos frescos y materia prima ,'030451
Productos frescos y materia prima ,'030452
Productos frescos y materia prima ,'030453
Productos frescos y materia prima ,'030454
Productos frescos y materia prima ,'030455
Productos frescos y materia prima ,'030456
Productos frescos y materia prima ,'030457
Productos frescos y materia prima ,'030459
Productos frescos y materia prima ,'030461
Productos frescos y materia prima ,'030462
Productos frescos y materia prima ,'030463
Productos frescos y materia prima ,'030469
Productos frescos y materia prima ,'030471
Productos frescos y materia prima ,'030472
Productos frescos y materia prima ,'030473
Productos frescos y materia prima ,'030474
Productos frescos y materia prima ,'030475
Productos frescos y materia prima ,'030479
Productos frescos y materia prima ,'030481
Productos frescos y materia prima ,'030482
Productos frescos y materia prima ,'030483
Productos frescos y materia prima ,'030484
Productos frescos y materia prima ,'030485
Productos frescos y materia prima ,'030486
Productos frescos y materia prima ,'030487
Productos frescos y materia prima ,'030488
Productos frescos y materia prima ,'030489
Productos frescos y materia prima ,'030491
Productos frescos y materia prima ,'030492
Productos frescos y materia prima ,'030493
Productos frescos y materia prima ,'030494
Productos frescos y materia prima ,'030495
Productos frescos y materia prima ,'030496
Productos frescos y materia prima ,'030497
Productos frescos y materia prima ,'030499
Comida procesada y productos agrícolas,'030520
Comida procesada y productos agrícolas,'030531
Comida procesada y productos agrícolas,'030532
Comida procesada y productos agrícolas,'030539
Comida procesada y productos agrícolas,'030541
Comida procesada y productos agrícolas,'030542
Comida procesada y productos agrícolas,'030543
Comida procesada y productos agrícolas,'030544
Comida procesada y productos agrícolas,'030549
Comida procesada y productos agrícolas,'030551
Comida procesada y productos agrícolas,'030552
Comida procesada y productos agrícolas,'030553
Comida procesada y productos agrícolas,'030554
Comida procesada y productos agrícolas,'030559
Comida procesada y productos agrícolas,'030561
Comida procesada y productos agrícolas,'030562
Comida procesada y productos agrícolas,'030563
Comida procesada y productos agrícolas,'030564
Comida procesada y productos agrícolas,'030569
Comida procesada y productos agrícolas,'030571
Comida procesada y productos agrícolas,'030572
Comida procesada y productos agrícolas,'030579
Comida procesada y productos agrícolas,'030611
Comida procesada y productos agrícolas,'030612
Comida procesada y productos agrícolas,'030614
Comida procesada y productos agrícolas,'030615
Productos frescos y materia prima ,'030616
Productos frescos y materia prima ,'030617
Comida procesada y productos agrícolas,'030619
Comida procesada y productos agrícolas,'030631
Comida procesada y productos agrícolas,'030632
Comida procesada y productos agrícolas,'030633
Comida procesada y productos agrícolas,'030634
Comida procesada y productos agrícolas,'030635
Comida procesada y productos agrícolas,'030636
Comida procesada y productos agrícolas,'030639
Comida procesada y productos agrícolas,'030691
Comida procesada y productos agrícolas,'030692
Comida procesada y productos agrícolas,'030693
Comida procesada y productos agrícolas,'030694
Comida procesada y productos agrícolas,'030695
Comida procesada y productos agrícolas,'030699
Productos frescos y materia prima ,'030711
Comida procesada y productos agrícolas,'030712
Comida procesada y productos agrícolas,'030719
Productos frescos y materia prima ,'030721
Productos frescos y materia prima ,'030722
Productos frescos y materia prima ,'030729
Productos frescos y materia prima ,'030731
Productos frescos y materia prima ,'030732
Productos frescos y materia prima ,'030739
Productos frescos y materia prima ,'030742
Productos frescos y materia prima ,'030743
Productos frescos y materia prima ,'030749
Productos frescos y materia prima ,'030751
Productos frescos y materia prima ,'030752
Productos frescos y materia prima ,'030759
Comida procesada y productos agrícolas,'030760
Productos frescos y materia prima ,'030771
Productos frescos y materia prima ,'030772
Productos frescos y materia prima ,'030779
Productos frescos y materia prima ,'030781
Productos frescos y materia prima ,'030782
Productos frescos y materia prima ,'030783
Productos frescos y materia prima ,'030784
Productos frescos y materia prima ,'030787
Productos frescos y materia prima ,'030788
Productos frescos y materia prima ,'030791
Productos frescos y materia prima ,'030792
Productos frescos y materia prima ,'030799
Productos frescos y materia prima ,'030811
Productos frescos y materia prima ,'030812
Productos frescos y materia prima ,'030819
Productos frescos y materia prima ,'030821
Productos frescos y materia prima ,'030822
Productos frescos y materia prima ,'030829
Productos frescos y materia prima ,'030830
Productos frescos y materia prima ,'030890
Comida procesada y productos agrícolas,'030910
Comida procesada y productos agrícolas,'030990
Comida procesada y productos agrícolas,'040110
Comida procesada y productos agrícolas,'040120
Comida procesada y productos agrícolas,'040140
Comida procesada y productos agrícolas,'040150
Comida procesada y productos agrícolas,'040210
Comida procesada y productos agrícolas,'040221
Comida procesada y productos agrícolas,'040229
Comida procesada y productos agrícolas,'040291
Comida procesada y productos agrícolas,'040299
Comida procesada y productos agrícolas,'040320
Comida procesada y productos agrícolas,'040390
Comida procesada y productos agrícolas,'040410
Comida procesada y productos agrícolas,'040490
Comida procesada y productos agrícolas,'040510
Comida procesada y productos agrícolas,'040520
Comida procesada y productos agrícolas,'040590
Comida procesada y productos agrícolas,'040610
Comida procesada y productos agrícolas,'040620
Comida procesada y productos agrícolas,'040630
Comida procesada y productos agrícolas,'040640
Comida procesada y productos agrícolas,'040690
Comida procesada y productos agrícolas,'040711
Comida procesada y productos agrícolas,'040719
Comida procesada y productos agrícolas,'040721
Comida procesada y productos agrícolas,'040729
Comida procesada y productos agrícolas,'040790
Comida procesada y productos agrícolas,'040811
Comida procesada y productos agrícolas,'040819
Comida procesada y productos agrícolas,'040891
Comida procesada y productos agrícolas,'040899
Comida procesada y productos agrícolas,'040900
Comida procesada y productos agrícolas,'041010
Comida procesada y productos agrícolas,'041090
Productos frescos y materia prima ,'050100
Productos frescos y materia prima ,'050210
Productos frescos y materia prima ,'050290
Productos frescos y materia prima ,'050400
Productos frescos y materia prima ,'050510
Productos frescos y materia prima ,'050590
Productos frescos y materia prima ,'050610
Productos frescos y materia prima ,'050690
Productos frescos y materia prima ,'050710
Productos frescos y materia prima ,'050790
Productos frescos y materia prima ,'050800
Productos frescos y materia prima ,'051000
Productos frescos y materia prima ,'051110
Productos frescos y materia prima ,'051191
Productos frescos y materia prima ,'051199
Productos frescos y materia prima ,'060110
Productos frescos y materia prima ,'060120
Productos frescos y materia prima ,'060210
Productos frescos y materia prima ,'060220
Productos frescos y materia prima ,'060230
Productos frescos y materia prima ,'060240
Productos frescos y materia prima ,'060290
Productos frescos y materia prima ,'060311
Productos frescos y materia prima ,'060312
Productos frescos y materia prima ,'060313
Productos frescos y materia prima ,'060314
Productos frescos y materia prima ,'060315
Productos frescos y materia prima ,'060319
Productos frescos y materia prima ,'060390
Productos frescos y materia prima ,'060420
Productos frescos y materia prima ,'060490
Productos frescos y materia prima ,'070110
Productos frescos y materia prima ,'070190
Productos frescos y materia prima ,'070200
Productos frescos y materia prima ,'070310
Productos frescos y materia prima ,'070320
Productos frescos y materia prima ,'070390
Productos frescos y materia prima ,'070410
Productos frescos y materia prima ,'070420
Productos frescos y materia prima ,'070490
Productos frescos y materia prima ,'070511
Productos frescos y materia prima ,'070519
Productos frescos y materia prima ,'070521
Productos frescos y materia prima ,'070529
Productos frescos y materia prima ,'070610
Productos frescos y materia prima ,'070690
Productos frescos y materia prima ,'070700
Productos frescos y materia prima ,'070810
Productos frescos y materia prima ,'070820
Productos frescos y materia prima ,'070890
Productos frescos y materia prima ,'070920
Productos frescos y materia prima ,'070930
Productos frescos y materia prima ,'070940
Productos frescos y materia prima ,'070951
Productos frescos y materia prima ,'070952
Productos frescos y materia prima ,'070953
Productos frescos y materia prima ,'070954
Productos frescos y materia prima ,'070955
Productos frescos y materia prima ,'070956
Productos frescos y materia prima ,'070959
Productos frescos y materia prima ,'070960
Productos frescos y materia prima ,'070970
Productos frescos y materia prima ,'070991
Productos frescos y materia prima ,'070992
Productos frescos y materia prima ,'070993
Productos frescos y materia prima ,'070999
Productos frescos y materia prima ,'071010
Productos frescos y materia prima ,'071021
Productos frescos y materia prima ,'071022
Productos frescos y materia prima ,'071029
Productos frescos y materia prima ,'071030
Productos frescos y materia prima ,'071040
Productos frescos y materia prima ,'071080
Productos frescos y materia prima ,'071090
Productos frescos y materia prima ,'071120
Productos frescos y materia prima ,'071140
Productos frescos y materia prima ,'071151
Productos frescos y materia prima ,'071159
Productos frescos y materia prima ,'071190
Comida procesada y productos agrícolas,'071220
Comida procesada y productos agrícolas,'071231
Comida procesada y productos agrícolas,'071232
Comida procesada y productos agrícolas,'071233
Comida procesada y productos agrícolas,'071234
Comida procesada y productos agrícolas,'071239
Comida procesada y productos agrícolas,'071290
Productos frescos y materia prima ,'071310
Productos frescos y materia prima ,'071320
Productos frescos y materia prima ,'071331
Productos frescos y materia prima ,'071332
Productos frescos y materia prima ,'071333
Productos frescos y materia prima ,'071334
Productos frescos y materia prima ,'071335
Productos frescos y materia prima ,'071339
Productos frescos y materia prima ,'071340
Productos frescos y materia prima ,'071350
Productos frescos y materia prima ,'071360
Productos frescos y materia prima ,'071390
Productos frescos y materia prima ,'071410
Productos frescos y materia prima ,'071420
Productos frescos y materia prima ,'071430
Productos frescos y materia prima ,'071440
Productos frescos y materia prima ,'071450
Productos frescos y materia prima ,'071490
Productos frescos y materia prima ,'080111
Productos frescos y materia prima ,'080112
Productos frescos y materia prima ,'080119
Productos frescos y materia prima ,'080121
Productos frescos y materia prima ,'080122
Productos frescos y materia prima ,'080131
Productos frescos y materia prima ,'080132
Productos frescos y materia prima ,'080211
Productos frescos y materia prima ,'080212
Productos frescos y materia prima ,'080221
Productos frescos y materia prima ,'080222
Productos frescos y materia prima ,'080231
Productos frescos y materia prima ,'080232
Productos frescos y materia prima ,'080241
Productos frescos y materia prima ,'080242
Productos frescos y materia prima ,'080251
Productos frescos y materia prima ,'080252
Productos frescos y materia prima ,'080261
Productos frescos y materia prima ,'080262
Productos frescos y materia prima ,'080270
Productos frescos y materia prima ,'080280
Productos frescos y materia prima ,'080291
Productos frescos y materia prima ,'080292
Productos frescos y materia prima ,'080299
Productos frescos y materia prima ,'080310
Productos frescos y materia prima ,'080390
Productos frescos y materia prima ,'080410
Productos frescos y materia prima ,'080420
Productos frescos y materia prima ,'080430
Productos frescos y materia prima ,'080440
Productos frescos y materia prima ,'080450
Productos frescos y materia prima ,'080510
Productos frescos y materia prima ,'080521
Productos frescos y materia prima ,'080522
Productos frescos y materia prima ,'080529
Productos frescos y materia prima ,'080540
Productos frescos y materia prima ,'080550
Productos frescos y materia prima ,'080590
Productos frescos y materia prima ,'080610
Productos frescos y materia prima ,'080620
Productos frescos y materia prima ,'080711
Productos frescos y materia prima ,'080719
Productos frescos y materia prima ,'080720
Productos frescos y materia prima ,'080810
Productos frescos y materia prima ,'080830
Productos frescos y materia prima ,'080840
Productos frescos y materia prima ,'080910
Productos frescos y materia prima ,'080921
Productos frescos y materia prima ,'080929
Productos frescos y materia prima ,'080930
Productos frescos y materia prima ,'080940
Productos frescos y materia prima ,'081010
Productos frescos y materia prima ,'081020
Productos frescos y materia prima ,'081030
Productos frescos y materia prima ,'081040
Productos frescos y materia prima ,'081050
Productos frescos y materia prima ,'081060
Productos frescos y materia prima ,'081070
Productos frescos y materia prima ,'081090
Comida procesada y productos agrícolas,'081110
Comida procesada y productos agrícolas,'081120
Comida procesada y productos agrícolas,'081190
Comida procesada y productos agrícolas,'081210
Comida procesada y productos agrícolas,'081290
Productos frescos y materia prima ,'081310
Productos frescos y materia prima ,'081320
Productos frescos y materia prima ,'081330
Productos frescos y materia prima ,'081340
Productos frescos y materia prima ,'081350
Comida procesada y productos agrícolas,'081400
Productos frescos y materia prima ,'090111
Productos frescos y materia prima ,'090112
Productos frescos y materia prima ,'090121
Productos frescos y materia prima ,'090122
Productos frescos y materia prima ,'090190
Productos frescos y materia prima ,'090210
Productos frescos y materia prima ,'090220
Productos frescos y materia prima ,'090230
Productos frescos y materia prima ,'090240
Productos frescos y materia prima ,'090300
Productos frescos y materia prima ,'090411
Productos frescos y materia prima ,'090412
Productos frescos y materia prima ,'090421
Productos frescos y materia prima ,'090422
Productos frescos y materia prima ,'090510
Productos frescos y materia prima ,'090520
Productos frescos y materia prima ,'090611
Productos frescos y materia prima ,'090619
Productos frescos y materia prima ,'090620
Productos frescos y materia prima ,'090710
Productos frescos y materia prima ,'090720
Productos frescos y materia prima ,'090811
Productos frescos y materia prima ,'090812
Productos frescos y materia prima ,'090821
Productos frescos y materia prima ,'090822
Productos frescos y materia prima ,'090831
Productos frescos y materia prima ,'090832
Productos frescos y materia prima ,'090921
Productos frescos y materia prima ,'090922
Productos frescos y materia prima ,'090931
Productos frescos y materia prima ,'090932
Productos frescos y materia prima ,'090961
Productos frescos y materia prima ,'090962
Productos frescos y materia prima ,'091011
Productos frescos y materia prima ,'091012
Productos frescos y materia prima ,'091020
Productos frescos y materia prima ,'091030
Productos frescos y materia prima ,'091091
Productos frescos y materia prima ,'091099
Productos frescos y materia prima ,'100111
Productos frescos y materia prima ,'100119
Productos frescos y materia prima ,'100191
Productos frescos y materia prima ,'100199
Productos frescos y materia prima ,'100210
Productos frescos y materia prima ,'100290
Productos frescos y materia prima ,'100310
Productos frescos y materia prima ,'100390
Productos frescos y materia prima ,'100410
Productos frescos y materia prima ,'100490
Productos frescos y materia prima ,'100510
Productos frescos y materia prima ,'100590
Productos frescos y materia prima ,'100610
Comida procesada y productos agrícolas,'100620
Comida procesada y productos agrícolas,'100630
Comida procesada y productos agrícolas,'100640
Productos frescos y materia prima ,'100710
Productos frescos y materia prima ,'100790
Productos frescos y materia prima ,'100810
Productos frescos y materia prima ,'100821
Productos frescos y materia prima ,'100829
Productos frescos y materia prima ,'100830
Productos frescos y materia prima ,'100840
Productos frescos y materia prima ,'100850
Productos frescos y materia prima ,'100860
Productos frescos y materia prima ,'100890
Comida procesada y productos agrícolas,'110100
Comida procesada y productos agrícolas,'110220
Comida procesada y productos agrícolas,'110290
Comida procesada y productos agrícolas,'110311
Comida procesada y productos agrícolas,'110313
Comida procesada y productos agrícolas,'110319
Comida procesada y productos agrícolas,'110320
Comida procesada y productos agrícolas,'110412
Comida procesada y productos agrícolas,'110419
Comida procesada y productos agrícolas,'110422
Comida procesada y productos agrícolas,'110423
Comida procesada y productos agrícolas,'110429
Comida procesada y productos agrícolas,'110430
Comida procesada y productos agrícolas,'110510
Comida procesada y productos agrícolas,'110520
Comida procesada y productos agrícolas,'110610
Comida procesada y productos agrícolas,'110620
Comida procesada y productos agrícolas,'110630
Comida procesada y productos agrícolas,'110710
Comida procesada y productos agrícolas,'110720
Químicos,'110811
Químicos,'110812
Químicos,'110813
Químicos,'110814
Químicos,'110819
Químicos,'110820
Químicos,'110900
Productos frescos y materia prima ,'120110
Productos frescos y materia prima ,'120190
Productos frescos y materia prima ,'120230
Productos frescos y materia prima ,'120241
Productos frescos y materia prima ,'120242
Productos frescos y materia prima ,'120300
Productos frescos y materia prima ,'120400
Productos frescos y materia prima ,'120510
Productos frescos y materia prima ,'120590
Productos frescos y materia prima ,'120600
Productos frescos y materia prima ,'120710
Productos frescos y materia prima ,'120721
Productos frescos y materia prima ,'120729
Productos frescos y materia prima ,'120730
Productos frescos y materia prima ,'120740
Productos frescos y materia prima ,'120750
Productos frescos y materia prima ,'120760
Productos frescos y materia prima ,'120770
Productos frescos y materia prima ,'120791
Productos frescos y materia prima ,'120799
Productos frescos y materia prima ,'120810
Productos frescos y materia prima ,'120890
Productos frescos y materia prima ,'120910
Productos frescos y materia prima ,'120921
Productos frescos y materia prima ,'120922
Productos frescos y materia prima ,'120923
Productos frescos y materia prima ,'120924
Productos frescos y materia prima ,'120925
Productos frescos y materia prima ,'120929
Productos frescos y materia prima ,'120930
Productos frescos y materia prima ,'120991
Productos frescos y materia prima ,'120999
Productos frescos y materia prima ,'121010
Productos frescos y materia prima ,'121020
Comida procesada y productos agrícolas,'121120
Productos frescos y materia prima ,'121130
Productos frescos y materia prima ,'121140
Productos frescos y materia prima ,'121150
Comida procesada y productos agrícolas,'121160
Comida procesada y productos agrícolas,'121190
Productos frescos y materia prima ,'121221
Productos frescos y materia prima ,'121229
Productos frescos y materia prima ,'121291
Productos frescos y materia prima ,'121292
Productos frescos y materia prima ,'121293
Productos frescos y materia prima ,'121294
Productos frescos y materia prima ,'121299
Comida procesada y productos agrícolas,'121300
Comida procesada y productos agrícolas,'121410
Comida procesada y productos agrícolas,'121490
Productos frescos y materia prima ,'130120
Productos frescos y materia prima ,'130190
Productos frescos y materia prima ,'130211
Productos frescos y materia prima ,'130212
Productos frescos y materia prima ,'130213
Productos frescos y materia prima ,'130214
Productos frescos y materia prima ,'130219
Productos frescos y materia prima ,'130220
Productos frescos y materia prima ,'130231
Productos frescos y materia prima ,'130232
Productos frescos y materia prima ,'130239
Productos frescos y materia prima ,'140110
Productos frescos y materia prima ,'140120
Productos frescos y materia prima ,'140190
Productos frescos y materia prima ,'140420
Productos frescos y materia prima ,'140490
Comida procesada y productos agrícolas,'150110
Comida procesada y productos agrícolas,'150120
Comida procesada y productos agrícolas,'150190
Comida procesada y productos agrícolas,'150210
Comida procesada y productos agrícolas,'150290
Comida procesada y productos agrícolas,'150300
Comida procesada y productos agrícolas,'150410
Comida procesada y productos agrícolas,'150420
Comida procesada y productos agrícolas,'150430
Comida procesada y productos agrícolas,'150500
Comida procesada y productos agrícolas,'150600
Comida procesada y productos agrícolas,'150710
Comida procesada y productos agrícolas,'150790
Comida procesada y productos agrícolas,'150810
Comida procesada y productos agrícolas,'150890
Comida procesada y productos agrícolas,'150920
Comida procesada y productos agrícolas,'150930
Comida procesada y productos agrícolas,'150940
Comida procesada y productos agrícolas,'150990
Comida procesada y productos agrícolas,'151010
Comida procesada y productos agrícolas,'151090
Comida procesada y productos agrícolas,'151110
Comida procesada y productos agrícolas,'151190
Comida procesada y productos agrícolas,'151211
Comida procesada y productos agrícolas,'151219
Comida procesada y productos agrícolas,'151221
Comida procesada y productos agrícolas,'151229
Comida procesada y productos agrícolas,'151311
Comida procesada y productos agrícolas,'151319
Comida procesada y productos agrícolas,'151321
Comida procesada y productos agrícolas,'151329
Comida procesada y productos agrícolas,'151411
Comida procesada y productos agrícolas,'151419
Comida procesada y productos agrícolas,'151491
Comida procesada y productos agrícolas,'151499
Comida procesada y productos agrícolas,'151511
Comida procesada y productos agrícolas,'151519
Comida procesada y productos agrícolas,'151521
Comida procesada y productos agrícolas,'151529
Comida procesada y productos agrícolas,'151530
Comida procesada y productos agrícolas,'151550
Comida procesada y productos agrícolas,'151560
Comida procesada y productos agrícolas,'151590
Comida procesada y productos agrícolas,'151610
Comida procesada y productos agrícolas,'151620
Comida procesada y productos agrícolas,'151630
Comida procesada y productos agrícolas,'151710
Comida procesada y productos agrícolas,'151790
Comida procesada y productos agrícolas,'151800
Químicos,'152000
Comida procesada y productos agrícolas,'152110
Comida procesada y productos agrícolas,'152190
Comida procesada y productos agrícolas,'152200
Comida procesada y productos agrícolas,'160100
Comida procesada y productos agrícolas,'160210
Comida procesada y productos agrícolas,'160220
Comida procesada y productos agrícolas,'160231
Comida procesada y productos agrícolas,'160232
Comida procesada y productos agrícolas,'160239
Comida procesada y productos agrícolas,'160241
Comida procesada y productos agrícolas,'160242
Comida procesada y productos agrícolas,'160249
Comida procesada y productos agrícolas,'160250
Comida procesada y productos agrícolas,'160290
Comida procesada y productos agrícolas,'160300
Comida procesada y productos agrícolas,'160411
Comida procesada y productos agrícolas,'160412
Comida procesada y productos agrícolas,'160413
Comida procesada y productos agrícolas,'160414
Comida procesada y productos agrícolas,'160415
Comida procesada y productos agrícolas,'160416
Comida procesada y productos agrícolas,'160417
Comida procesada y productos agrícolas,'160418
Comida procesada y productos agrícolas,'160419
Comida procesada y productos agrícolas,'160420
Comida procesada y productos agrícolas,'160431
Comida procesada y productos agrícolas,'160432
Comida procesada y productos agrícolas,'160510
Comida procesada y productos agrícolas,'160521
Comida procesada y productos agrícolas,'160529
Comida procesada y productos agrícolas,'160530
Comida procesada y productos agrícolas,'160540
Comida procesada y productos agrícolas,'160551
Comida procesada y productos agrícolas,'160552
Comida procesada y productos agrícolas,'160553
Comida procesada y productos agrícolas,'160554
Comida procesada y productos agrícolas,'160555
Comida procesada y productos agrícolas,'160556
Comida procesada y productos agrícolas,'160557
Comida procesada y productos agrícolas,'160558
Comida procesada y productos agrícolas,'160559
Comida procesada y productos agrícolas,'160561
Comida procesada y productos agrícolas,'160562
Comida procesada y productos agrícolas,'160563
Comida procesada y productos agrícolas,'160569
Comida procesada y productos agrícolas,'170112
Comida procesada y productos agrícolas,'170113
Comida procesada y productos agrícolas,'170114
Comida procesada y productos agrícolas,'170191
Comida procesada y productos agrícolas,'170199
Comida procesada y productos agrícolas,'170211
Comida procesada y productos agrícolas,'170219
Comida procesada y productos agrícolas,'170220
Comida procesada y productos agrícolas,'170230
Comida procesada y productos agrícolas,'170240
Comida procesada y productos agrícolas,'170250
Comida procesada y productos agrícolas,'170260
Comida procesada y productos agrícolas,'170290
